tss_id	ohn_fam	mm_cat	dre_cat	Connectivity
ENSDARG00000105286	ohn_fam_BL18223	1-1	1	1
BL19176	ohn_fam_BL19176	1-1	1	0
ENSDARG00000038881	ohn_fam_BL19176	1-1	1	3
BL30240	ohn_fam_BL30240	1-1	1	0
ENSDARG00000029615	ohn_fam_BL30240	1-1	1	0
BL04373	ohn_fam_BL04373	1-1	1	0
ENSDARG00000035136	ohn_fam_BL04373	1-1	1	1
BL04372	ohn_fam_BL04372	1-2	3	0
ENSDARG00000043553	ohn_fam_BL04372	1-2	3	0
ENSDARG00000012833	ohn_fam_BL04372	1-2	3	0
ENSDARG00000045105	ohn_fam_BL04372	1-2	3	1
BL02230	ohn_fam_BL02230	1-1	1	0
ENSDARG00000060249	ohn_fam_BL02230	1-1	1	0
BL02234	ohn_fam_BL02234	1-1	2	0
ENSDARG00000070371	ohn_fam_BL02234	1-1	2	0
ENSDARG00000031770	ohn_fam_BL02234	1-1	2	1
BL21415	ohn_fam_BL21415	1-1	1	2
ENSDARG00000016706	ohn_fam_BL21415	1-1	1	2
BL21414	ohn_fam_BL21414	1-1	1	0
ENSDARG00000018738	ohn_fam_BL21414	1-1	1	0
BL11844	ohn_fam_BL11844	1-4	4	0
ENSDARG00000035677	ohn_fam_BL11844	1-4	4	3
ENSDARG00000015686	ohn_fam_BL11844	1-4	4	1
ENSDARG00000101701	ohn_fam_BL11844	1-4	4	0
ENSDARG00000063230	ohn_fam_BL11844	1-4	4	4
BL21412	ohn_fam_BL21412	1-1	1	0
ENSDARG00000044134	ohn_fam_BL21412	1-1	1	0
BL21419	ohn_fam_BL21419	1-1	1	1
ENSDARG00000004114	ohn_fam_BL21419	1-1	1	0
BL04991	ohn_fam_BL04991	1-1	1	0
ENSDARG00000003592	ohn_fam_BL04991	1-1	1	0
BL04999	ohn_fam_BL04999	1-1	1	1
ENSDARG00000020447	ohn_fam_BL04999	1-1	1	1
BL06268	ohn_fam_BL06268	1-1	1	0
ENSDARG00000060559	ohn_fam_BL06268	1-1	1	0
BL06262	ohn_fam_BL06262	1-1	1	0
ENSDARG00000074326	ohn_fam_BL06262	1-1	1	0
BL06261	ohn_fam_BL06261	1-1	1	1
ENSDARG00000069326	ohn_fam_BL06261	1-1	1	0
BL06260	ohn_fam_BL06260	1-1	1	2
ENSDARG00000013670	ohn_fam_BL06260	1-1	1	0
BL06266	ohn_fam_BL06266	1-3	4	0
ENSDARG00000099657	ohn_fam_BL06266	1-3	4	2
ENSDARG00000104810	ohn_fam_BL06266	1-3	4	0
ENSDARG00000087205	ohn_fam_BL06266	1-3	4	0
ENSDARG00000011219	ohn_fam_BL06266	1-3	4	0
BL06265	ohn_fam_BL06265	1-2	3	0
ENSDARG00000015627	ohn_fam_BL06265	1-2	3	0
ENSDARG00000096687	ohn_fam_BL06265	1-2	3	0
ENSDARG00000016584	ohn_fam_BL06265	1-2	3	1
BL06264	ohn_fam_BL06264	1-1	1	0
ENSDARG00000057660	ohn_fam_BL06264	1-1	1	0
BL02314	ohn_fam_BL02314	1-3	5	0
ENSDARG00000103586	ohn_fam_BL02314	1-3	5	0
ENSDARG00000078979	ohn_fam_BL02314	1-3	5	0
ENSDARG00000075964	ohn_fam_BL02314	1-3	5	0
ENSDARG00000073684	ohn_fam_BL02314	1-3	5	2
ENSDARG00000069929	ohn_fam_BL02314	1-3	5	0
BL09521	ohn_fam_BL09521	1-2	4	0
ENSDARG00000062000	ohn_fam_BL09521	1-2	4	1
ENSDARG00000063255	ohn_fam_BL09521	1-2	4	1
ENSDARG00000059751	ohn_fam_BL09521	1-2	4	2
ENSDARG00000063040	ohn_fam_BL09521	1-2	4	0
BL13909	ohn_fam_BL13909	1-2	2	0
ENSDARG00000059604	ohn_fam_BL13909	1-2	2	0
ENSDARG00000087260	ohn_fam_BL13909	1-2	2	0
BL24286	ohn_fam_BL24286	1-3	6	0
ENSDARG00000062799	ohn_fam_BL24286	1-3	6	1
ENSDARG00000031119	ohn_fam_BL24286	1-3	6	1
ENSDARG00000029305	ohn_fam_BL24286	1-3	6	0
ENSDARG00000103333	ohn_fam_BL24286	1-3	6	1
ENSDARG00000016483	ohn_fam_BL24286	1-3	6	1
ENSDARG00000060933	ohn_fam_BL24286	1-3	6	3
BL13900	ohn_fam_BL13900	1-3	5	0
ENSDARG00000034895	ohn_fam_BL13900	1-3	5	0
ENSDARG00000071879	ohn_fam_BL13900	1-3	5	0
ENSDARG00000019367	ohn_fam_BL13900	1-3	5	0
ENSDARG00000027087	ohn_fam_BL13900	1-3	5	1
ENSDARG00000041502	ohn_fam_BL13900	1-3	5	4
BL13901	ohn_fam_BL13901	1-1	1	0
ENSDARG00000089456	ohn_fam_BL13901	1-1	1	0
BL14820	ohn_fam_BL14820	1-1	1	1
ENSDARG00000099545	ohn_fam_BL14820	1-1	1	1
BL05109	ohn_fam_BL05109	1-2	3	0
ENSDARG00000070479	ohn_fam_BL05109	1-2	3	1
ENSDARG00000074554	ohn_fam_BL05109	1-2	3	1
ENSDARG00000068883	ohn_fam_BL05109	1-2	3	0
BL96073	ohn_fam_BL96073	1-2	2	0
ENSDARG00000033171	ohn_fam_BL96073	1-2	2	3
ENSDARG00000016463	ohn_fam_BL96073	1-2	2	0
BL96077	ohn_fam_BL96077	1-1	1	0
ENSDARG00000020822	ohn_fam_BL96077	1-1	1	0
BL96075	ohn_fam_BL96075	1-1	1	1
ENSDARG00000055133	ohn_fam_BL96075	1-1	1	0
BL96078	ohn_fam_BL96078	1-3	3	0
ENSDARG00000035459	ohn_fam_BL96078	1-3	3	0
ENSDARG00000061017	ohn_fam_BL96078	1-3	3	1
ENSDARG00000011925	ohn_fam_BL96078	1-3	3	1
BL10762	ohn_fam_BL10762	1-2	2	0
ENSDARG00000105185	ohn_fam_BL10762	1-2	2	0
ENSDARG00000069601	ohn_fam_BL10762	1-2	2	0
BL08509	ohn_fam_BL08509	1-1	1	1
ENSDARG00000011404	ohn_fam_BL08509	1-1	1	0
BL08506	ohn_fam_BL08506	1-1	1	0
ENSDARG00000091831	ohn_fam_BL08506	1-1	1	0
BL08500	ohn_fam_BL08500	1-1	2	1
ENSDARG00000052072	ohn_fam_BL08500	1-1	2	1
ENSDARG00000016886	ohn_fam_BL08500	1-1	2	1
BL08503	ohn_fam_BL08503	1-1	1	0
ENSDARG00000099084	ohn_fam_BL08503	1-1	1	2
BL03625	ohn_fam_BL03625	1-2	1	0
ENSDARG00000077860	ohn_fam_BL03625	1-2	1	0
BL03627	ohn_fam_BL03627	1-1	1	0
ENSDARG00000098942	ohn_fam_BL03627	1-1	1	0
BL96922	ohn_fam_BL96922	1-2	4	0
ENSDARG00000061517	ohn_fam_BL96922	1-2	4	0
ENSDARG00000004789	ohn_fam_BL96922	1-2	4	0
ENSDARG00000097827	ohn_fam_BL96922	1-2	4	0
ENSDARG00000029146	ohn_fam_BL96922	1-2	4	2
BL11414	ohn_fam_BL11414	1-1	1	0
ENSDARG00000052341	ohn_fam_BL11414	1-1	1	0
BL11410	ohn_fam_BL11410	1-3	4	0
ENSDARG00000019693	ohn_fam_BL11410	1-3	4	3
ENSDARG00000003269	ohn_fam_BL11410	1-3	4	2
ENSDARG00000035808	ohn_fam_BL11410	1-3	4	0
ENSDARG00000022466	ohn_fam_BL11410	1-3	4	0
BL11411	ohn_fam_BL11411	1-4	6	0
ENSDARG00000030479	ohn_fam_BL11411	1-4	6	0
ENSDARG00000006408	ohn_fam_BL11411	1-4	6	0
ENSDARG00000056725	ohn_fam_BL11411	1-4	6	0
ENSDARG00000099175	ohn_fam_BL11411	1-4	6	0
ENSDARG00000029722	ohn_fam_BL11411	1-4	6	2
ENSDARG00000053990	ohn_fam_BL11411	1-4	6	0
BL11412	ohn_fam_BL11412	1-1	1	0
ENSDARG00000009837	ohn_fam_BL11412	1-1	1	1
BL11419	ohn_fam_BL11419	1-3	4	0
ENSDARG00000074843	ohn_fam_BL11419	1-3	4	1
ENSDARG00000061093	ohn_fam_BL11419	1-3	4	0
ENSDARG00000079889	ohn_fam_BL11419	1-3	4	0
ENSDARG00000079378	ohn_fam_BL11419	1-3	4	3
BL12263	ohn_fam_BL12263	1-2	2	1
ENSDARG00000102362	ohn_fam_BL12263	1-2	2	0
ENSDARG00000099353	ohn_fam_BL12263	1-2	2	0
BL09292	ohn_fam_BL09292	1-1	1	0
ENSDARG00000040917	ohn_fam_BL09292	1-1	1	3
BL12191	ohn_fam_BL12191	1-1	1	1
ENSDARG00000060469	ohn_fam_BL12191	1-1	1	1
BL12192	ohn_fam_BL12192	1-1	1	0
ENSDARG00000020101	ohn_fam_BL12192	1-1	1	0
BL12194	ohn_fam_BL12194	1-1	1	0
ENSDARG00000070124	ohn_fam_BL12194	1-1	1	1
BL17922	ohn_fam_BL17922	1-1	1	0
ENSDARG00000002401	ohn_fam_BL17922	1-1	1	0
BL17928	ohn_fam_BL17928	1-2	2	0
ENSDARG00000052154	ohn_fam_BL17928	1-2	2	1
ENSDARG00000063244	ohn_fam_BL17928	1-2	2	2
BL14693	ohn_fam_BL14693	1-2	2	0
ENSDARG00000024431	ohn_fam_BL14693	1-2	2	2
ENSDARG00000103980	ohn_fam_BL14693	1-2	2	2
BL11872	ohn_fam_BL11872	1-1	1	0
ENSDARG00000039378	ohn_fam_BL11872	1-1	1	0
BL23570	ohn_fam_BL23570	1-2	1	0
ENSDARG00000104149	ohn_fam_BL23570	1-2	1	3
BL22197	ohn_fam_BL22197	1-1	1	0
ENSDARG00000041944	ohn_fam_BL22197	1-1	1	0
BL22196	ohn_fam_BL22196	1-1	1	0
ENSDARG00000006370	ohn_fam_BL22196	1-1	1	0
BL22191	ohn_fam_BL22191	1-1	1	0
ENSDARG00000011926	ohn_fam_BL22191	1-1	1	2
BL22198	ohn_fam_BL22198	1-2	2	0
ENSDARG00000090976	ohn_fam_BL22198	1-2	2	3
ENSDARG00000004692	ohn_fam_BL22198	1-2	2	0
BL07339	ohn_fam_BL07339	1-1	1	0
ENSDARG00000043976	ohn_fam_BL07339	1-1	1	1
BL07333	ohn_fam_BL07333	1-2	2	0
ENSDARG00000103163	ohn_fam_BL07333	1-2	2	0
ENSDARG00000103566	ohn_fam_BL07333	1-2	2	0
BL07336	ohn_fam_BL07336	1-2	3	1
ENSDARG00000033537	ohn_fam_BL07336	1-2	3	0
ENSDARG00000010085	ohn_fam_BL07336	1-2	3	3
ENSDARG00000071082	ohn_fam_BL07336	1-2	3	1
BL07334	ohn_fam_BL07334	1-1	2	1
ENSDARG00000053082	ohn_fam_BL07334	1-1	2	2
ENSDARG00000093563	ohn_fam_BL07334	1-1	2	0
BL19562	ohn_fam_BL19562	1-1	1	0
ENSDARG00000074691	ohn_fam_BL19562	1-1	1	1
BL19563	ohn_fam_BL19563	1-1	1	0
ENSDARG00000030789	ohn_fam_BL19563	1-1	1	0
BL13715	ohn_fam_BL13715	1-3	2	2
ENSDARG00000077513	ohn_fam_BL13715	1-3	2	0
ENSDARG00000076248	ohn_fam_BL13715	1-3	2	0
BL20499	ohn_fam_BL20499	1-2	3	1
ENSDARG00000044691	ohn_fam_BL20499	1-2	3	0
ENSDARG00000071005	ohn_fam_BL20499	1-2	3	0
ENSDARG00000014554	ohn_fam_BL20499	1-2	3	0
BL13714	ohn_fam_BL13714	1-1	1	0
ENSDARG00000077265	ohn_fam_BL13714	1-1	1	0
BL14561	ohn_fam_BL14561	1-1	1	0
ENSDARG00000017744	ohn_fam_BL14561	1-1	1	1
BL22226	ohn_fam_BL22226	1-1	1	1
ENSDARG00000103899	ohn_fam_BL22226	1-1	1	0
BL13711	ohn_fam_BL13711	1-1	1	1
ENSDARG00000076066	ohn_fam_BL13711	1-1	1	1
BL13712	ohn_fam_BL13712	1-3	4	0
ENSDARG00000079125	ohn_fam_BL13712	1-3	4	3
ENSDARG00000098790	ohn_fam_BL13712	1-3	4	0
ENSDARG00000059582	ohn_fam_BL13712	1-3	4	0
ENSDARG00000077861	ohn_fam_BL13712	1-3	4	1
BL24103	ohn_fam_BL24103	1-1	1	0
ENSDARG00000075933	ohn_fam_BL24103	1-1	1	0
BL21556	ohn_fam_BL21556	1-1	1	0
ENSDARG00000021370	ohn_fam_BL21556	1-1	1	0
BL21555	ohn_fam_BL21555	1-1	1	0
ENSDARG00000045874	ohn_fam_BL21555	1-1	1	0
BL21882	ohn_fam_BL21882	1-1	1	0
ENSDARG00000023927	ohn_fam_BL21882	1-1	1	1
BL21886	ohn_fam_BL21886	1-1	2	2
ENSDARG00000009922	ohn_fam_BL21886	1-1	2	3
ENSDARG00000002510	ohn_fam_BL21886	1-1	2	2
BL06060	ohn_fam_BL06060	1-1	1	0
ENSDARG00000103748	ohn_fam_BL06060	1-1	1	1
BL20685	ohn_fam_BL20685	1-2	2	0
ENSDARG00000052368	ohn_fam_BL20685	1-2	2	0
ENSDARG00000045618	ohn_fam_BL20685	1-2	2	0
BL20684	ohn_fam_BL20684	1-1	1	0
ENSDARG00000058088	ohn_fam_BL20684	1-1	1	0
BL20681	ohn_fam_BL20681	1-2	2	0
ENSDARG00000039726	ohn_fam_BL20681	1-2	2	0
ENSDARG00000007279	ohn_fam_BL20681	1-2	2	2
BL20682	ohn_fam_BL20682	1-1	1	0
ENSDARG00000031261	ohn_fam_BL20682	1-1	1	0
BL01598	ohn_fam_BL01598	1-2	3	0
ENSDARG00000058476	ohn_fam_BL01598	1-2	3	0
ENSDARG00000003303	ohn_fam_BL01598	1-2	3	0
ENSDARG00000056680	ohn_fam_BL01598	1-2	3	0
BL01596	ohn_fam_BL01596	1-1	1	0
ENSDARG00000015392	ohn_fam_BL01596	1-1	1	0
BL01047	ohn_fam_BL01047	1-1	1	1
ENSDARG00000045481	ohn_fam_BL01047	1-1	1	0
BL01048	ohn_fam_BL01048	1-1	1	0
ENSDARG00000002591	ohn_fam_BL01048	1-1	1	0
BL24571	ohn_fam_BL24571	1-1	1	0
ENSDARG00000002720	ohn_fam_BL24571	1-1	1	0
BL05749	ohn_fam_BL05749	1-1	1	0
ENSDARG00000007216	ohn_fam_BL05749	1-1	1	0
BL05746	ohn_fam_BL05746	1-3	3	1
ENSDARG00000061752	ohn_fam_BL05746	1-3	3	0
ENSDARG00000062178	ohn_fam_BL05746	1-3	3	0
ENSDARG00000020979	ohn_fam_BL05746	1-3	3	0
BL23314	ohn_fam_BL23314	1-2	3	0
ENSDARG00000070318	ohn_fam_BL23314	1-2	3	1
ENSDARG00000078686	ohn_fam_BL23314	1-2	3	0
ENSDARG00000006915	ohn_fam_BL23314	1-2	3	1
BL23315	ohn_fam_BL23315	1-1	1	0
ENSDARG00000025094	ohn_fam_BL23315	1-1	1	1
BL16527	ohn_fam_BL16527	1-1	1	0
ENSDARG00000103889	ohn_fam_BL16527	1-1	1	0
BL16523	ohn_fam_BL16523	1-2	2	0
ENSDARG00000019636	ohn_fam_BL16523	1-2	2	3
ENSDARG00000040505	ohn_fam_BL16523	1-2	2	0
BL95350	ohn_fam_BL95350	1-1	1	2
ENSDARG00000069274	ohn_fam_BL95350	1-1	1	0
BL03352	ohn_fam_BL03352	1-1	1	0
ENSDARG00000054818	ohn_fam_BL03352	1-1	1	0
BL03354	ohn_fam_BL03354	1-2	3	0
ENSDARG00000087937	ohn_fam_BL03354	1-2	3	0
ENSDARG00000030163	ohn_fam_BL03354	1-2	3	0
ENSDARG00000070228	ohn_fam_BL03354	1-2	3	2
BL03355	ohn_fam_BL03355	1-2	1	0
ENSDARG00000026577	ohn_fam_BL03355	1-2	1	0
BL03356	ohn_fam_BL03356	1-1	2	0
ENSDARG00000040121	ohn_fam_BL03356	1-1	2	0
ENSDARG00000035679	ohn_fam_BL03356	1-1	2	0
BL97233	ohn_fam_BL97233	1-1	1	0
ENSDARG00000018562	ohn_fam_BL97233	1-1	1	0
BL07072	ohn_fam_BL07072	1-1	1	0
ENSDARG00000098247	ohn_fam_BL07072	1-1	1	1
BL02003	ohn_fam_BL02003	1-2	3	0
ENSDARG00000078572	ohn_fam_BL02003	1-2	3	0
ENSDARG00000070162	ohn_fam_BL02003	1-2	3	2
ENSDARG00000062593	ohn_fam_BL02003	1-2	3	1
BL02001	ohn_fam_BL02001	1-2	2	0
ENSDARG00000074759	ohn_fam_BL02001	1-2	2	2
ENSDARG00000038302	ohn_fam_BL02001	1-2	2	0
BL02000	ohn_fam_BL02000	1-1	1	1
ENSDARG00000055838	ohn_fam_BL02000	1-1	1	1
BL05503	ohn_fam_BL05503	1-2	3	0
ENSDARG00000071701	ohn_fam_BL05503	1-2	3	0
ENSDARG00000099562	ohn_fam_BL05503	1-2	3	0
ENSDARG00000056874	ohn_fam_BL05503	1-2	3	0
BL95492	ohn_fam_BL95492	1-2	1	0
ENSDARG00000039601	ohn_fam_BL95492	1-2	1	0
BL95493	ohn_fam_BL95493	1-1	1	0
ENSDARG00000042823	ohn_fam_BL95493	1-1	1	0
BL95141	ohn_fam_BL95141	1-1	1	0
ENSDARG00000070403	ohn_fam_BL95141	1-1	1	0
BL95144	ohn_fam_BL95144	1-1	1	1
ENSDARG00000017571	ohn_fam_BL95144	1-1	1	0
BL13000	ohn_fam_BL13000	1-1	1	1
ENSDARG00000009214	ohn_fam_BL13000	1-1	1	0
BL50739	ohn_fam_BL50739	1-1	1	0
ENSDARG00000039915	ohn_fam_BL50739	1-1	1	0
BL11331	ohn_fam_BL11331	1-3	3	0
ENSDARG00000014103	ohn_fam_BL11331	1-3	3	0
ENSDARG00000045219	ohn_fam_BL11331	1-3	3	2
ENSDARG00000076420	ohn_fam_BL11331	1-3	3	0
BL11333	ohn_fam_BL11333	1-3	3	1
ENSDARG00000099034	ohn_fam_BL11333	1-3	3	0
ENSDARG00000099133	ohn_fam_BL11333	1-3	3	0
ENSDARG00000033327	ohn_fam_BL11333	1-3	3	0
BL00099	ohn_fam_BL00099	1-3	2	0
ENSDARG00000016156	ohn_fam_BL00099	1-3	2	0
ENSDARG00000045127	ohn_fam_BL00099	1-3	2	0
BL00094	ohn_fam_BL00094	1-1	1	0
ENSDARG00000035282	ohn_fam_BL00094	1-1	1	0
BL00095	ohn_fam_BL00095	1-2	3	1
ENSDARG00000018997	ohn_fam_BL00095	1-2	3	0
ENSDARG00000061918	ohn_fam_BL00095	1-2	3	3
ENSDARG00000077736	ohn_fam_BL00095	1-2	3	0
BL08779	ohn_fam_BL08779	1-1	1	0
ENSDARG00000002897	ohn_fam_BL08779	1-1	1	0
BL08773	ohn_fam_BL08773	1-2	2	0
ENSDARG00000037929	ohn_fam_BL08773	1-2	2	0
ENSDARG00000088225	ohn_fam_BL08773	1-2	2	0
BL08771	ohn_fam_BL08771	1-1	1	1
ENSDARG00000088899	ohn_fam_BL08771	1-1	1	1
BL08775	ohn_fam_BL08775	1-2	2	1
ENSDARG00000101696	ohn_fam_BL08775	1-2	2	0
ENSDARG00000026762	ohn_fam_BL08775	1-2	2	1
BL14869	ohn_fam_BL14869	1-1	1	1
ENSDARG00000037406	ohn_fam_BL14869	1-1	1	1
BL14864	ohn_fam_BL14864	1-1	1	0
ENSDARG00000097155	ohn_fam_BL14864	1-1	1	0
BL97176	ohn_fam_BL97176	1-2	2	1
ENSDARG00000058218	ohn_fam_BL97176	1-2	2	1
ENSDARG00000020024	ohn_fam_BL97176	1-2	2	0
BL03017	ohn_fam_BL03017	1-1	1	1
ENSDARG00000099274	ohn_fam_BL03017	1-1	1	1
BL23352	ohn_fam_BL23352	1-1	1	0
ENSDARG00000025346	ohn_fam_BL23352	1-1	1	1
BL23353	ohn_fam_BL23353	1-1	2	0
ENSDARG00000076265	ohn_fam_BL23353	1-1	2	0
ENSDARG00000077229	ohn_fam_BL23353	1-1	2	0
BL23350	ohn_fam_BL23350	1-1	1	1
ENSDARG00000045704	ohn_fam_BL23350	1-1	1	0
BL23354	ohn_fam_BL23354	1-2	2	0
ENSDARG00000054666	ohn_fam_BL23354	1-2	2	2
ENSDARG00000041092	ohn_fam_BL23354	1-2	2	0
BL20915	ohn_fam_BL20915	1-1	1	0
ENSDARG00000061505	ohn_fam_BL20915	1-1	1	0
BL20912	ohn_fam_BL20912	1-1	1	0
ENSDARG00000039958	ohn_fam_BL20912	1-1	1	0
BL09550	ohn_fam_BL09550	1-2	2	0
ENSDARG00000006010	ohn_fam_BL09550	1-2	2	2
ENSDARG00000013076	ohn_fam_BL09550	1-2	2	3
BL12015	ohn_fam_BL12015	1-1	2	0
ENSDARG00000078772	ohn_fam_BL12015	1-1	2	1
ENSDARG00000077297	ohn_fam_BL12015	1-1	2	1
BL12011	ohn_fam_BL12011	1-1	1	0
ENSDARG00000039350	ohn_fam_BL12011	1-1	1	0
BL17064	ohn_fam_BL17064	1-1	2	0
ENSDARG00000030694	ohn_fam_BL17064	1-1	2	0
ENSDARG00000014085	ohn_fam_BL17064	1-1	2	1
BL17069	ohn_fam_BL17069	1-1	1	0
ENSDARG00000037958	ohn_fam_BL17069	1-1	1	0
BL12019	ohn_fam_BL12019	1-1	1	0
ENSDARG00000024846	ohn_fam_BL12019	1-1	1	0
BL13767	ohn_fam_BL13767	1-2	2	0
ENSDARG00000101037	ohn_fam_BL13767	1-2	2	0
ENSDARG00000043713	ohn_fam_BL13767	1-2	2	1
BL13761	ohn_fam_BL13761	1-3	6	0
ENSDARG00000099755	ohn_fam_BL13761	1-3	6	2
ENSDARG00000060504	ohn_fam_BL13761	1-3	6	0
ENSDARG00000028000	ohn_fam_BL13761	1-3	6	1
ENSDARG00000060797	ohn_fam_BL13761	1-3	6	0
ENSDARG00000014179	ohn_fam_BL13761	1-3	6	1
ENSDARG00000012801	ohn_fam_BL13761	1-3	6	2
BL19308	ohn_fam_BL19308	1-4	7	0
ENSDARG00000028800	ohn_fam_BL19308	1-4	7	3
ENSDARG00000007807	ohn_fam_BL19308	1-4	7	0
ENSDARG00000076742	ohn_fam_BL19308	1-4	7	0
ENSDARG00000103984	ohn_fam_BL19308	1-4	7	3
ENSDARG00000021488	ohn_fam_BL19308	1-4	7	0
ENSDARG00000005159	ohn_fam_BL19308	1-4	7	0
ENSDARG00000038011	ohn_fam_BL19308	1-4	7	0
BL14089	ohn_fam_BL14089	1-1	1	0
ENSDARG00000077264	ohn_fam_BL14089	1-1	1	3
BL14085	ohn_fam_BL14085	1-1	1	0
ENSDARG00000053485	ohn_fam_BL14085	1-1	1	0
BL14081	ohn_fam_BL14081	1-1	1	0
ENSDARG00000011958	ohn_fam_BL14081	1-1	1	0
BL13457	ohn_fam_BL13457	1-2	3	0
ENSDARG00000000086	ohn_fam_BL13457	1-2	3	0
ENSDARG00000054973	ohn_fam_BL13457	1-2	3	0
ENSDARG00000000161	ohn_fam_BL13457	1-2	3	0
BL17684	ohn_fam_BL17684	1-2	2	0
ENSDARG00000006921	ohn_fam_BL17684	1-2	2	0
ENSDARG00000100143	ohn_fam_BL17684	1-2	2	3
BL25107	ohn_fam_BL25107	1-1	4	0
ENSDARG00000027183	ohn_fam_BL25107	1-1	4	0
ENSDARG00000100321	ohn_fam_BL25107	1-1	4	0
ENSDARG00000030598	ohn_fam_BL25107	1-1	4	1
ENSDARG00000078738	ohn_fam_BL25107	1-1	4	0
BL15685	ohn_fam_BL15685	1-1	1	0
ENSDARG00000062266	ohn_fam_BL15685	1-1	1	0
BL15686	ohn_fam_BL15686	1-3	3	0
ENSDARG00000051925	ohn_fam_BL15686	1-3	3	1
ENSDARG00000018966	ohn_fam_BL15686	1-3	3	0
ENSDARG00000005891	ohn_fam_BL15686	1-3	3	1
BL24276	ohn_fam_BL24276	1-4	5	0
ENSDARG00000063649	ohn_fam_BL24276	1-4	5	0
ENSDARG00000075274	ohn_fam_BL24276	1-4	5	0
ENSDARG00000074321	ohn_fam_BL24276	1-4	5	0
ENSDARG00000028159	ohn_fam_BL24276	1-4	5	3
ENSDARG00000059483	ohn_fam_BL24276	1-4	5	1
BL18557	ohn_fam_BL18557	1-2	3	1
ENSDARG00000061259	ohn_fam_BL18557	1-2	3	0
ENSDARG00000056021	ohn_fam_BL18557	1-2	3	0
ENSDARG00000068892	ohn_fam_BL18557	1-2	3	2
BL15351	ohn_fam_BL15351	1-1	1	0
ENSDARG00000031216	ohn_fam_BL15351	1-1	1	0
BL74012	ohn_fam_BL74012	1-1	1	0
ENSDARG00000075346	ohn_fam_BL74012	1-1	1	0
BL23437	ohn_fam_BL23437	1-1	2	1
ENSDARG00000056267	ohn_fam_BL23437	1-1	2	2
ENSDARG00000025302	ohn_fam_BL23437	1-1	2	2
BL04899	ohn_fam_BL04899	1-4	4	3
ENSDARG00000056015	ohn_fam_BL04899	1-4	4	2
ENSDARG00000036254	ohn_fam_BL04899	1-4	4	1
ENSDARG00000100312	ohn_fam_BL04899	1-4	4	0
ENSDARG00000070353	ohn_fam_BL04899	1-4	4	0
BL04890	ohn_fam_BL04890	1-3	4	0
ENSDARG00000040198	ohn_fam_BL04890	1-3	4	0
ENSDARG00000044319	ohn_fam_BL04890	1-3	4	0
ENSDARG00000039576	ohn_fam_BL04890	1-3	4	3
ENSDARG00000015559	ohn_fam_BL04890	1-3	4	2
BL04891	ohn_fam_BL04891	1-1	1	2
ENSDARG00000030759	ohn_fam_BL04891	1-1	1	1
BL18884	ohn_fam_BL18884	1-1	1	0
ENSDARG00000002487	ohn_fam_BL18884	1-1	1	0
BL18886	ohn_fam_BL18886	1-1	1	1
ENSDARG00000101543	ohn_fam_BL18886	1-1	1	0
BL24805	ohn_fam_BL24805	1-2	2	0
ENSDARG00000017162	ohn_fam_BL24805	1-2	2	0
ENSDARG00000101120	ohn_fam_BL24805	1-2	2	0
BL24801	ohn_fam_BL24801	1-1	1	0
ENSDARG00000058719	ohn_fam_BL24801	1-1	1	0
BL07276	ohn_fam_BL07276	1-1	1	0
ENSDARG00000030573	ohn_fam_BL07276	1-1	1	0
BL19684	ohn_fam_BL19684	1-3	4	2
ENSDARG00000038978	ohn_fam_BL19684	1-3	4	3
ENSDARG00000041394	ohn_fam_BL19684	1-3	4	1
ENSDARG00000052881	ohn_fam_BL19684	1-3	4	2
ENSDARG00000099383	ohn_fam_BL19684	1-3	4	0
BL19688	ohn_fam_BL19688	1-1	1	1
ENSDARG00000067777	ohn_fam_BL19688	1-1	1	1
BL74063	ohn_fam_BL74063	1-1	1	0
ENSDARG00000039136	ohn_fam_BL74063	1-1	1	0
BL06632	ohn_fam_BL06632	1-1	1	0
ENSDARG00000093781	ohn_fam_BL06632	1-1	1	0
BL01946	ohn_fam_BL01946	1-1	1	0
ENSDARG00000045843	ohn_fam_BL01946	1-1	1	1
BL01948	ohn_fam_BL01948	1-2	2	0
ENSDARG00000010021	ohn_fam_BL01948	1-2	2	0
ENSDARG00000069421	ohn_fam_BL01948	1-2	2	0
BL20497	ohn_fam_BL20497	1-1	1	0
ENSDARG00000071040	ohn_fam_BL20497	1-1	1	0
BL20492	ohn_fam_BL20492	1-1	1	0
ENSDARG00000033987	ohn_fam_BL20492	1-1	1	0
BL20498	ohn_fam_BL20498	1-1	1	0
ENSDARG00000099116	ohn_fam_BL20498	1-1	1	2
BL18089	ohn_fam_BL18089	1-2	2	1
ENSDARG00000008540	ohn_fam_BL18089	1-2	2	0
ENSDARG00000070929	ohn_fam_BL18089	1-2	2	1
BL01363	ohn_fam_BL01363	1-1	1	1
ENSDARG00000036282	ohn_fam_BL01363	1-1	1	0
BL11136	ohn_fam_BL11136	1-1	1	0
ENSDARG00000068305	ohn_fam_BL11136	1-1	1	0
BL11134	ohn_fam_BL11134	1-2	1	0
ENSDARG00000043509	ohn_fam_BL11134	1-2	1	0
BL11686	ohn_fam_BL11686	1-1	1	0
ENSDARG00000021974	ohn_fam_BL11686	1-1	1	0
BL11680	ohn_fam_BL11680	1-2	2	1
ENSDARG00000005126	ohn_fam_BL11680	1-2	2	0
